"Reporter","ReporterName","Partner","PartnerName","Year","TL","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate","TrfLineDescription","DutyTypeDescription","Duty Nature","AvMethod","Note",Industry
"036","australia","000"," World",2023,2013000,,0,"2  ",0,"","- Boneless","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2021000,,0,"2  ",0,"","- Carcasses and half-carcasses","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2022000,,0,"2  ",0,"","- Other cuts with bone in","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2023000,,0,"2  ",0,"","- Boneless","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2031100,,0,"2  ",0,"","-- Carcasses and half-carcasses","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2031200,,0,"2  ",0,"","-- Hams, shoulders and cuts thereof, with bone in","MFN applied duty rates","A",Agriculture
"036","australia","000"," World",2023,2031900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2032100,,0,"2  ",0,"","-- Carcasses and half-carcasses","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2032200,,0,"2  ",0,"","-- Hams, shoulders and cuts thereof, with bone in","MFN applied duty rates","A",Agriculture
"036","australia","000"," World",2023,2032900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2041000,,0,"2  ",0,"","- Carcasses and half-carcasses of lamb, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2042100,,0,"2  ",0,"","-- Carcasses and half-carcasses","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2042200,,0,"2  ",0,"","-- Other cuts with bone in","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2042300,,0,"2  ",0,"","-- Boneless","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2043000,,0,"2  ",0,"","- Carcasses and half-carcasses of lamb, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2044100,,0,"2  ",0,"","-- Carcasses and half-carcasses","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2044200,,0,"2  ",0,"","-- Other cuts with bone in","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2044300,,0,"2  ",0,"","-- Boneless","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2045000,,0,"2  ",0,"","- Meat of goats","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2050000,,0,"2  ",0,"","MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED OR FROZEN",Agriculture
"036","australia","000"," World",2023,2061000,,0,"2  ",0,"","- Of bovine animals, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2062100,,0,"2  ",0,"","-- Tongues","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2062200,,0,"2  ",0,"","-- Livers","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2062900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2063000,,0,"2  ",0,"","- Of swine, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2064100,,0,"2  ",0,"","-- Livers","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2064900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2068000,,0,"2  ",0,"","- Other, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2069000,,0,"2  ",0,"","- Other, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2071100,,0,"2  ",0,"","-- Not cut in pieces, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2071200,,0,"2  ",0,"","-- Not cut in pieces, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2071300,,0,"2  ",0,"","-- Cuts and offal, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2071400,,0,"2  ",0,"","-- Cuts and offal, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2072400,,0,"2  ",0,"","-- Not cut in pieces, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2072500,,0,"2  ",0,"","-- Not cut in pieces, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2072600,,0,"2  ",0,"","-- Cuts and offal, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2072700,,0,"2  ",0,"","-- Cuts and offal, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2074100,,0,"2  ",0,"","-- Not cut in pieces, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2074200,,0,"2  ",0,"","-- Not cut in pieces, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2074300,,0,"2  ",0,"","-- Fatty livers, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2074400,,0,"2  ",0,"","-- Other, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2074500,,0,"2  ",0,"","-- Other, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2075100,,0,"2  ",0,"","-- Not cut in pieces, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2075200,,0,"2  ",0,"","-- Not cut in pieces, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2075300,,0,"2  ",0,"","-- Fatty livers, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2075400,,0,"2  ",0,"","-- Other, fresh or chilled","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2075500,,0,"2  ",0,"","-- Other, frozen","MFN applied duty rates","A","",Agriculture
"036","australia","000"," World",2023,2076000,,0,"2  ",0,"","- Of guinea fowls","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2081000,,0,"2  ",0,"","- Of rabbits or hares","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2083000,,0,"2  ",0,"","- Of primates","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2084000,,0,"2  ",0,"","- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","MFN applied duty rates","A",Agriculture
"036","australia","000"," World",2023,2085000,,0,"2  ",0,"","- Of reptiles (including snakes and turtles)","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2086000,,0,"2  ",0,"","- Of camels and other camelids (Camelidae)","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2089000,,0,"2  ",0,"","- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2091000,,0,"2  ",0,"","- Of pigs","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2099000,,0,"2  ",0,"","- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2101100,,0,"2  ",0,"","-- Hams, shoulders and cuts thereof, with bone in","MFN applied duty rates","A",Agriculture
"036","australia","000"," World",2023,2101200,,0,"2  ",0,"","-- Bellies (streaky) and cuts thereof","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2101900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2102000,,0,"2  ",0,"","- Meat of bovine animals","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2109100,,0,"2  ",0,"","-- Of primates","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2109200,,0,"2  ",0,"","-- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","MFN applied duty rates","A",Agriculture
"036","australia","000"," World",2023,2109300,,0,"2  ",0,"","-- Of reptiles (including snakes and turtles)","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,2109900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Agriculture
"036","australia","000"," World",2023,3011100,,0,"2  ",0,"","-- Freshwater","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3011900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3019100,,0,"2  ",0,"","-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,Other
"036","australia","000"," World",2023,3019200,,0,"2  ",0,"","-- Eels (Anguilla spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3019300,,0,"2  ",0,"","-- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.,Other
"036","australia","000"," World",2023,3019400,,0,"2  ",0,"","-- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3019500,,0,"2  ",0,"","-- Southern bluefin tunas (Thunnus maccoyii)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3019900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3021100,,0,"2  ",0,"","-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,Other
"036","australia","000"," World",2023,3021300,,0,"2  ",0,"","-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch,Other
"036","australia","000"," World",2023,3021400,,0,"2  ",0,"","-- Atlantic slamon (Salmo salar) and Danube Salmon (Hucho hucho)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3021900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3022100,,0,"2  ",0,"","-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3022200,,0,"2  ",0,"","-- Plaice (Pleuronectes platessa)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3022300,,0,"2  ",0,"","-- Sole (Solea spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3022400,,0,"2  ",0,"","-- Turbots (Psetta maxima)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3022900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023100,,0,"2  ",0,"","-- Albacore or longfinned tunas (Thunnus alalunga)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023200,,0,"2  ",0,"","-- Yellowfin tunas (Thunnus albacares)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023300,,0,"2  ",0,"","-- Skipjack tuna (strip-bellied bonito) (Katsuwonus pelamis)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023400,,0,"2  ",0,"","-- Bigeye tunas (Thunnus obesus)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023500,,0,"2  ",0,"","-- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3023600,,0,"2  ",0,"","-- Southern bluefin tunas (Thunnus maccoyii)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3023900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3024100,,0,"2  ",0,"","-- Herrings (Clupea harengus, Clupea pallasii)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3024200,,0,"2  ",0,"","-- Anchovies (Engraulis spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3024300,,0,"2  ",0,"","-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","MFN applied duty rates",Other
"036","australia","000"," World",2023,3024400,,0,"2  ",0,"","-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3024500,,0,"2  ",0,"","-- Jack and horse mackerel (Trachurus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3024600,,0,"2  ",0,"","-- Cobia (Rachycentron canadum)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3024700,,0,"2  ",0,"","-- Swordfish (Xiphias gladius)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3024900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3025100,,0,"2  ",0,"","-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3025200,,0,"2  ",0,"","-- Haddock (Melanogrammus aeglefinus)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3025300,,0,"2  ",0,"","-- Coalfish (Pollachius virens)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3025400,,0,"2  ",0,"","-- Hake (Merluccius spp., urophycis spp.)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3025500,,0,"2  ",0,"","-- Alaska Pollock (Theraga chalcogramma)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3025600,,0,"2  ",0,"","-- Blue whiting (Micromesistius poutassou, Micromesistius australis)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3025900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3027100,,0,"2  ",0,"","-- Tilapias (Oreochromis spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3027200,,0,"2  ",0,"","-- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","MFN applied duty rates",Other
"036","australia","000"," World",2023,3027300,,0,"2  ",0,"","-- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.,Other
"036","australia","000"," World",2023,3027400,,0,"2  ",0,"","-- Eels (Anguilla spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3027900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028100,,0,"2  ",0,"","-- Dogfish and other sharks","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028200,,0,"2  ",0,"","-- Rays and skates (Rajidae)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028300,,0,"2  ",0,"","-- Toothfish (Dissostichus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028400,,0,"2  ",0,"","-- Seabass (Dicentrarchus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028500,,0,"2  ",0,"","-- Seabream (Sparidae)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3028900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3029100,,0,"2  ",0,"","-- Livers, roes and milt","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3029200,,0,"2  ",0,"","-- Shark fins","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3029900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3031100,,0,"2  ",0,"","-- Sockeye salmon (red salmon) (Oncorhynchus nerka)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3031200,,0,"2  ",0,"","-- Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",Other
"036","australia","000"," World",2023,3031300,,0,"2  ",0,"","-- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3031400,,0,"2  ",0,"","-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,Other
"036","australia","000"," World",2023,3031900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3032300,,0,"2  ",0,"","-- Tilapias (Oreochromis spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3032400,,0,"2  ",0,"","-- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","MFN applied duty rates",Other
"036","australia","000"," World",2023,3032500,,0,"2  ",0,"","-- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.,Other
"036","australia","000"," World",2023,3032600,,0,"2  ",0,"","-- Eels (Anguilla spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3032900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3033100,,0,"2  ",0,"","-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3033200,,0,"2  ",0,"","-- Plaice (Pleuronectes platessa)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3033300,,0,"2  ",0,"","-- Sole (Solea spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3033400,,0,"2  ",0,"","-- Turbots (Psetta maxima)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3033900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034100,,0,"2  ",0,"","-- Albacore or longfinned tunas (Thunnus alalunga)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034200,,0,"2  ",0,"","-- Yellowfin tunas (Thunnus albacares)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034300,,0,"2  ",0,"","-- Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034400,,0,"2  ",0,"","-- Bigeye tunas (Thunnus obesus)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034500,,0,"2  ",0,"","-- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3034600,,0,"2  ",0,"","-- Southern bluefin tunas (Thunnus maccoyii)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3034900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3035100,,0,"2  ",0,"","-- Herrings (Clupea harengus, Clupea pallasii)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3035300,,0,"2  ",0,"","-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","MFN applied duty rates",Other
"036","australia","000"," World",2023,3035400,,0,"2  ",0,"","-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3035500,,0,"2  ",0,"","-- Jack and horse mackerel (Trachurus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3035600,,0,"2  ",0,"","-- Cobia (Rachycentron canadum)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3035700,,0,"2  ",0,"","-- Swordfish (Xiphias gladius)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3035900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3036300,,0,"2  ",0,"","-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","MFN applied duty rates","A",Other
"036","australia","000"," World",2023,3036400,,0,"2  ",0,"","-- Haddock (Melanogrammus aeglefinus)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3036500,,0,"2  ",0,"","-- Coalfish (Pollachius virens)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3036600,,0,"2  ",0,"","-- Hake (Merluccius spp., Urophycis spp.)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3036700,,0,"2  ",0,"","-- Alaska Pollock (Theragra chalcogramma)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3036800,,0,"2  ",0,"","-- Blue whiting (Micromesistius poutassou, Micromesistius australis)","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3036900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3038100,,0,"2  ",0,"","-- Dogfish and other sharks","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3038200,,0,"2  ",0,"","-- Rays and skates (Rajidae)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3038300,,0,"2  ",0,"","-- Toothfish (Dissostichus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3038400,,0,"2  ",0,"","-- Seabass (Dicentrarchus spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3038900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3039100,,0,"2  ",0,"","-- Livers, roes and milt","MFN applied duty rates","A","",Other
"036","australia","000"," World",2023,3039200,,0,"2  ",0,"","-- Shark fins","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3039900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3043100,,0,"2  ",0,"","-- Tilapias (Oreochromis spp.)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3043200,,0,"2  ",0,"","-- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","MFN applied duty rates",Other
"036","australia","000"," World",2023,3043300,,0,"2  ",0,"","-- Nile perch (Lates niloticus)","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3043900,,0,"2  ",0,"","-- Other","MFN applied duty rates","A","",,Other
"036","australia","000"," World",2023,3044100,,0,"2  ",0,"","-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch,Other
"036","australia","000"," World",2023,3044200,,0,"2  ",0,"","-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,Other
"036","australia","000"," World",2023,3044300,,0,"2  ",0,"","-- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",Other
"036","australia","000"," World",2023,3044400,,0,"2  ",0,"","-- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae,Other
