"Reporter","ReporterName","Partner","PartnerName","Year","TL","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate","TrfLineDescription","DutyTypeDescription","Duty Nature","AvMethod","Note",ReporterISOCode,PartnerISOCode,Industry,DutyType,StandardizedAVRate,SpecificDutyAmount,Currency,Unit,OriginalSpecificDuty
156,China,000,World,2023,10599920,,5,2,0,"","----Geese","Least-developed countries (LDC) duties for 42 countries","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599920,,5,3,0,"","----Geese","Least-developed countries (LDC) duties for Timor-Leste and Myanmar","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599920,,5,4,0,"","----Geese","Least-developed countries (LDC) duties for 16 countries (implemented on September 1st, 2022)","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599930,,0,2,10,"","----Guinea fowls","MFN applied duty rates","A","",,CHN,WLD,Agriculture,CONDITIONAL,10,0,,,""
156,China,000,World,2023,10599930,,5,2,0,"","----Guinea fowls","Least-developed countries (LDC) duties for 42 countries","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599930,,5,3,0,"","----Guinea fowls","Least-developed countries (LDC) duties for Timor-Leste and Myanmar","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599930,,5,4,0,"","----Guinea fowls","Least-developed countries (LDC) duties for 16 countries (implemented on September 1st, 2022)","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599940,,0,2,10,"","----Turkeys","MFN applied duty rates","A","",,CHN,WLD,Agriculture,CONDITIONAL,10,0,,,""
156,China,000,World,2023,10599940,,5,2,0,"","----Turkeys","Least-developed countries (LDC) duties for 42 countries","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599940,,5,3,0,"","----Turkeys","Least-developed countries (LDC) duties for Timor-Leste and Myanmar","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10599940,,5,4,0,"","----Turkeys","Least-developed countries (LDC) duties for 16 countries (implemented on September 1st, 2022)","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
156,China,000,World,2023,10611100,,0,2,0,"","---Pure-bred breeding","MFN applied duty rates","A","",,CHN,WLD,Agriculture,CONDITIONAL,0,0,,,""
