S/N,HS Code,HS Description,HS Qty Unit,Competent Authorities - Controlling by HS Code,,,CA Product Code,CA Product Description,CA Product Qty Unit,Competent Authorities - Controlling by Product Code,,,Duty Rates,
9963,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,S1AN03,"O-ALKYL (H OR <= C10, INCL. CYCLOALKYL) S-2-DIALKYL (ME, ET, N-PR OR I-PR)-AMINOETHYL ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONOTHIOLATES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS E.G. - VX: O-ETHYL S-2-DIISOPROPYLAMINOETHYL METHYL PHOSPHONOTHIOLATE",MC,CWC,CWC,-,-,-
9964,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,S2AN01,"AMITON: O,O-DIETHYL S-[2-(DIETHYLAMINO)ETHYL]PHOSPHOROTHIOLATE AND CORRESPONDING ALKYLATED OR PROTONATED SALTS",KGM,CWC,CWC,-,-,-
9965,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,S2BN04,"N,N-DIALKYL (ME, ET, N-PR OR I-PR) AMINOETHANE-2-THIOLS AND CORRESPONDING PROTONATED SALTS",KGM,CWC,CWC,-,-,-
9966,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS111,"O-ALKYL (H OR <= C10, INCL. CYCLOALKYL) S-2-DIALKYL (ME, ET, N-PR OR I-PR)-AMINOETHYL ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONOTHIOLATES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS",KGM,CCD,CCD,-,-,-
9967,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS112,VX: O-ETHYL S-2-DIISOPROPYLAMINOETHYL METHYL PHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9968,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS113,CVX: O-N-BUTYL S-2-DIETHYLAMINOETHYL METHYLPHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9969,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS114,VE: O-ETHYL S-2-DIETHYLAMINOETHYL ETHYLPHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9970,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS115,VM: O-ETHYL S-2-DIETHYLAMINOETHYL METHYLPHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9971,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS116,VR: O-(2-METHYLPROPYL) S-2-DIETHYLAMINOETHYL METHYLPHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9972,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS118,O-PROPYL S-2-DIISOPROPYLAMINOETHYL METHYL PHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9973,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDOAS119,S-2-DIISOPROPYLAMINOETHYL METHYLPHOSPHONOTHIOLATE,KGM,CCD,CCD,-,-,-
9974,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDAMT111,"AMITON: O,O-DIETHYL S-[2-(DIETHYLAMINO)ETHYL] PHOSPHOROTHIOLATE AND CORRESPONDING ALKYLATED OR PROTONATED SALTS",KGM,CCD,CCD,-,-,-
9975,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDNAT111,"N,N-DIALKYL (ME, ET, N-PR OR I-PR) AMINOETHANE-2-THIOLS AND CORRESPONDING PROTONATED SALTS",KGM,CCD,CCD,-,-,-
9976,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDNAT114,2-(DIMETHYLAMINO)ETHANETHIOL HYDROCHLORIDE,KGM,CCD,CCD,-,-,-
9977,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,PCDNAT115,2-(DIETHYLAMINO)ETHANETHIOL HYDROCHLORIDE,KGM,CCD,CCD,-,-,-
9978,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,S1AB02,MUSTARD GAS: BIS(2-CHLOROETHYL)SULFIDE,MC,CWC,CWC,-,-,-
9979,29309090,OTHER ORGANO-SULPHUR COMPOUNDS (KGM),KGM,"HPR
CCD
SCD
CWC","CCD
CWC",-,S1AB05,"1,3-BIS(2-CHLOROETHYLTHIO)-N-PROPANE",MC,CWC,CWC,-,-,-
9980,29311010,TETRAMETHYL LEAD (KGM),KGM,CCD,CCD,-,PCDTML111,TETRA METHYL LEAD,KGM,CCD,CCD,-,-,-
9981,29311020,TETRAETHYL LEAD (KGM),KGM,CCD,CCD,-,PCDTEL111,TETRA ETHYL LEAD,KGM,CCD,CCD,-,-,-
9982,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI121,TRIBUTYLTIN OXIDE,KGM,CCD,CCD,-,-,-
9983,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI123,TRIBUTYLTIN BENZOATE,KGM,CCD,CCD,-,-,-
9984,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI124,TRIBUTYLTIN CHLORIDE,KGM,CCD,CCD,-,-,-
9985,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI125,TRIBUTYLTIN FLUORIDE,KGM,CCD,CCD,-,-,-
9986,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI126,TRIBUTYLTIN LINOLEATE,KGM,CCD,CCD,-,-,-
9987,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI127,TRIBUTYLTIN METHACRYLATE,KGM,CCD,CCD,-,-,-
9988,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI128,TRIBUTYLTIN NAPHTHENATE,KGM,CCD,CCD,-,-,-
9989,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI129,OTHER TRIBUTYLTIN COMPOUNDS,KGM,CCD,CCD,-,-,-
9990,29312000,TRIBUTYLTIN COMPOUNDS (KGM),KGM,CCD,CCD,-,PCDTRI130,TRIBUTYLTIN HYDRIDE,KGM,CCD,CCD,-,-,-
9991,29314100,DIMETHYL METHYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,DIMETHYL METHYLPHOSPHONATE,KGM,CWC,CWC,-,-,-
9992,29314100,DIMETHYL METHYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH112,DIMETHYL METHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
9993,29314200,DIMETHYL PROPYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,DIMETHYL PROPYLPHOSPHONATE,KGM,CWC,CWC,-,-,-
9994,29314200,DIMETHYL PROPYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH125,DIMETHYL PROPYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
9995,29314300,DIETHYL ETHYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,DIETHYL ETHYLPHOSPHONATE,KGM,CWC,CWC,-,-,-
9996,29314300,DIETHYL ETHYLPHOSPHONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH113,DIETHYL ETHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
9997,29314400,METHYLPHOSPHONIC ACID (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,METHYLPHOSPHONIC ACID,KGM,CWC,CWC,-,-,-
9998,29314400,METHYLPHOSPHONIC ACID (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH118,METHYLPHOSPHONIC ACID,KGM,CCD,CCD,-,-,-
9999,29314500,SALT OF METHYLPHOSPHONIC ACID & AMINOIMINOMETHYL UREA (1:1) (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,SALT OF METHYLPHOSPHONIC ACID AND (AMINOIMINOMETHYL)UREA (1 : 1),KGM,CWC,CWC,-,-,-
10000,29314500,SALT OF METHYLPHOSPHONIC ACID & AMINOIMINOMETHYL UREA (1:1) (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH119,SALT OF METHYLPHOSPHONIC ACID AND (AMINOIMINOMETHYL)UREA (1 : 1),KGM,CCD,CCD,-,-,-
10001,29314600,"2,4,6-TRIPROPYL-1 ,3,5,2,4,6-TRIOXATRIPHOSPHINANE 2,4,6-TRIOXIDE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,S2BN01,"2,4,6-TRIPROPYL-1,3,5,2,4,6-TRIOXATRIPHOSPHINANE 2,4,6-TRIOXIDE",KGM,CWC,CWC,-,-,-
10002,29314600,"2,4,6-TRIPROPYL-1 ,3,5,2,4,6-TRIOXATRIPHOSPHINANE 2,4,6-TRIOXIDE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,PCDCPH115,"2,4,6-TRIPROPYL-1,3,5,2,4,6-TRIOXATRIPHOSPHINANE 2,4,6-TRIOXIDE",KGM,CCD,CCD,-,-,-
10003,29314700,"(5-ETHYL-2-METHYL-2-OXIDO-1, 3,2-DIOXAPHOSPHINAN-5-YL)METHYL METHYL METHYLPHOSPHONATE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,S2BN01,"(5-ETHYL-2-METHYL-2-OXIDO-1,3,2-DIOXAPHOSPHINAN-5-YL)METHYL METHYL METHYLPHOSPHONATE",KGM,CWC,CWC,-,-,-
10004,29314700,"(5-ETHYL-2-METHYL-2-OXIDO-1, 3,2-DIOXAPHOSPHINAN-5-YL)METHYL METHYL METHYLPHOSPHONATE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,PCDCPH116,"(5-ETHYL-2-METHYL-2-OXIDO-1,3,2-DIOXAPHOSPHINAN-5-YL)METHYL METHYL METHYLPHOSPHONATE",KGM,CCD,CCD,-,-,-
10005,29314800,"3,9-DIMETHYL-2,4,8,10-TETRAOXA-3,9-DIPHOSPHASPIRO (5.5) UNDECANE 3,9-DIOXIDE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,S2BN01,"3,9-DIMETHYL-2,4,8,10-TETRAOXA-3,9-DIPHOSPHASPIRO (5.5) UNDECANE 3,9-DIOXIDE",KGM,CWC,CWC,-,-,-
10006,29314800,"3,9-DIMETHYL-2,4,8,10-TETRAOXA-3,9-DIPHOSPHASPIRO (5.5) UNDECANE 3,9-DIOXIDE (KGM)",KGM,"CCD
CWC","CCD
CWC",-,PCDCPH117,"3,9-DIMETHYL-2,4,8,10-TETRAOXA-3,9-DIPHOSPHASPIRO (5.5) UNDECANE 3,9-DIOXIDE",KGM,CCD,CCD,-,-,-
10007,29314910,N-(-PHOSPHONOMETHYL) GLYCINE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
10008,29314920,SALTS OF N-(PHOSPHONOMETHYL) GLYCINE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
10009,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDEPN111,O-ETHYL O-(4-NITROPHENYL) PHENYLPHOSPHONOTHIOATE,KGM,CCD,CCD,-,-,-
10010,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDGLY101,GLYPHOSATE,KGM,CCD,CCD,-,-,-
10011,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,MISC,NON-CONTROLLED ITEM,KGM,"CCD
SCD
CWC","CCD
CWC",-,-,-
10012,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,SCDODP2810L3,"O-ALKYL (<= C10, INCL. CYCLOALKYL) N,N-DIALKYL (ME, ET, N-PR OR I-PR) PHOSPHORAMIDOCYANIDATES E.G. - TABUN: O-ETHYL N,N-DIMETHYL PHOSPHORAMIDOCYANIDATE",KGM,SCD,-,-,-,-
10013,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,S1AN02,"O-ALKYL (<= C10, INCL. CYCLOALKYL) N,N-DIALKYL (ME, ET, N-PR OR I-PR) PHOSPHORAMIDOCYANIDATES E.G. - TABUN: O-ETHYL N,N-DIMETHYL PHOSPHORAMIDOCYANIDATE",MC,CWC,CWC,-,-,-
10014,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,S1BN02,"O-ALKYL (H OR <= C10, INCL. CYCLOALKYL) O-2-DIALKYL (ME, ET, N-PR OR I-PR)-AMINOETHYL ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONITES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS E.G. - QL: O-ETHYL O-2-DIISOPROPYLAMINOETHYL METHYLPHOSPHONITE",MC,CWC,CWC,-,-,-
10015,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,S2BN01,"SODIUM 3-(TRIHYDROXYSILYL)PROPYL METHYLPHOSPHONATE; BIS[(5-ETHYL-2-METHYL-2-OXIDO-1,3,2-DIOXAPHOSPHINAN-5-YL)METHYL] METHYLPHOSPHONATE; DIETHYL METHYLPHOSPHONATE; ETHYL METHYLPHOSPHONATE; PROPYLPHOSPHONIC ACID; PINACOLYL METHYLPHOSPHONATE; DIETHYL METHYLPHOSPHONITE",KGM,CWC,CWC,-,-,-
10016,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDOAO111,"O-ALKYL (H OR <= C10, INCL. CYCLOALKYL) O-2-DIALKYL (ME, ET, N-PR OR I-PR)-AMINOETHYL ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONITES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS ",KGM,CCD,CCD,-,-,-
10017,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDOAO112,QL: O-ETHYL O-2-DIISOPROPYLAMINOETHYL METHYLPHOSPHONITE,KGM,CCD,CCD,-,-,-
10018,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH114,SODIUM 3-(TRIHYDROXYSILYL)PROPYL METHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
10019,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH124,DIETHYL METHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
10020,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH126,ETHYL METHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
10021,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH128,PROPYLPHOSPHONIC ACID,KGM,CCD,CCD,-,-,-
10022,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH129,PINACOLYL METHYLPHOSPHONATE,KGM,CCD,CCD,-,-,-
10023,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH130,DIETHYL METHYLPHOSPHONITE,KGM,CCD,CCD,-,-,-
10024,29314990,OTHER NON-HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
SCD
CWC","CCD
CWC",-,PCDCPH131,"BIS[(5-ETHYL-2-METHYL-2-OXIDO-1,3,2-DIOXAPHOSPHINAN-5-YL)METHYL] METHYLPHOSPHONATE",KGM,CCD,CCD,-,-,-
10025,29315100,METHYLPHOSPHONIC DICHLORIDE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,METHYLPHOSPHONIC DICHLORIDE,KGM,CWC,CWC,-,-,-
10026,29315100,METHYLPHOSPHONIC DICHLORIDE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH120,METHYLPHOSPHONIC DICHLORIDE,KGM,CCD,CCD,-,-,-
10027,29315200,PROPYLPHOSPHONIC DICHLORIDE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,PROPYLPHOSPHONIC DICHLORIDE,KGM,CWC,CWC,-,-,-
10028,29315200,PROPYLPHOSPHONIC DICHLORIDE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH121,PROPYLPHOSPHONIC DICHLORIDE,KGM,CCD,CCD,-,-,-
10029,29315300,O-(3-CHLOROPROPYL) O-(4-NITRO-3-(TRIFLUOROMETHYL) PHENYL) METHYLPHOSPHONOTHIONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,O-(3-CHLOROPROPYL) O-(4-NITRO-3-(TRIFLUOROMETHYL) PHENYL) METHYLPHOSPHONOTHIONATE,KGM,CWC,CWC,-,-,-
10030,29315300,O-(3-CHLOROPROPYL) O-(4-NITRO-3-(TRIFLUOROMETHYL) PHENYL) METHYLPHOSPHONOTHIONATE (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCPH122,O-(3-CHLOROPROPYL) O-(4-NITRO-3-(TRIFLUOROMETHYL) PHENYL) METHYLPHOSPHONOTHIONATE,KGM,CCD,CCD,-,-,-
10031,29315400,TRICHLORFON (ISO) (KGM),KGM,CCD,CCD,-,PCDTRI131,TRICHLORFON,KGM,CCD,CCD,-,-,-
10032,29315400,TRICHLORFON (ISO) (KGM),KGM,CCD,CCD,-,MISC,NON-CONTROLLED ITEM,KGM,CCD,CCD,-,-,-
10033,29315910,ETHEPHON (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
10034,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDTRC112,TRIBUTYLTETRADECYLPHOSPHONIUM CHLORIDE; TRI-N-BUTYLTETRADECYLPHOSPHONIUM CHLORIDE,KGM,CCD,CCD,-,-,-
10035,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,MISC,NON-CONTROLLED ITEM,KGM,"CCD
CWC","CCD
CWC",-,-,-
10036,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S1AN01,"O-ALKYL (<= C10, INCL. CYCLOALKYL) ALKYL (ME, ET, N-PR OR I-PR)-PHOSPHONOFLUORIDATES E.G. - SARIN: O-ISOPROPYL METHYLPHOSPHONOFLUORIDATE, - SOMAN: O-PINACOLYL METHYLPHOSPHONOFLUORIDATE",MC,CWC,CWC,-,-,-
10037,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S1AN04,"P-ALKYL (H OR <=C10, INCL. CYCLOALKYL) N-(1-(DIALKYL(<=C10, INCL. CYCLOALKYL)AMINO))ALKYLIDENE(H OR <=C10, INCL. CYCLOALKYL) PHOSPHONAMIDIC FLUORIDES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS E.G: N-(1-(DI-N-DECYLAMINO)-N-DECYLIDENE)-P- DECYLPHOSPHONAMIDIC FLUORIDE E.G: METHYL-(1-(DIETHYLAMINO)ETHYLIDENE) PHOSPHONAMIDOFLUORIDATE",MC,CWC,CWC,-,-,-
10038,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S1BN01,"ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONYLDIFLUORIDES E.G. - DF: METHYLPHOSPHONYLDIFLUORIDE",MC,CWC,CWC,-,-,-
10039,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S1BN03,CHLOROSARIN: O-ISOPROPYL METHYLPHOSPHONOCHLORIDATE,MC,CWC,CWC,-,-,-
10040,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S1BN04,CHLOROSOMAN: O-PINACOLYL METHYLPHOSPHONOCHLORIDATE,MC,CWC,CWC,-,-,-
10041,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,S2BN01,"CHEMICALS, EXCEPT FOR THOSE LISTED IN SCHEDULE 1, CONTAINING A PHOSPHORUS ATOM TO WHICH IS BONDED ONE METHYL, ETHYL OR PROPYL (NORMAL OR ISO) GROUP BUT NOT FURTHER CARBONS ATOMS EXEMPTION: - FONOFOS: O-ETHYL S-PHENYL ETHYLPHOSPHONOTHIOLOTHIONATE",KGM,CWC,CWC,-,-,-
10042,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA111,"O-ALKYL (<= C10, INCL. CYCLOALKYL) ALKYL (ME, ET, N-PR OR I-PR)-PHOSPHONOFLUORIDATES",KGM,CCD,CCD,-,-,-
10043,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA112,SARIN: O-ISOPROPYL METHYLPHOSPHONOFLUORIDATE,KGM,CCD,CCD,-,-,-
10044,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA113,SOMAN: O-PINACOLYL METHYLPHOSPHONOFLUORIDATE,KGM,CCD,CCD,-,-,-
10045,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA114,O-ETHYL METHYLPHOSPHONO FLUORIDATE,KGM,CCD,CCD,-,-,-
10046,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA115,O-CYCLOHEXYL METHYLPHOSPHONO FLUORIDATE,KGM,CCD,CCD,-,-,-
10047,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA116,O-N-BUTYL METHYLPHOSPHONO FLUORIDATE,KGM,CCD,CCD,-,-,-
10048,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA117,O-CYCLOHEXYL ETHYLPHOSPHONO FLUORIDATE,KGM,CCD,CCD,-,-,-
10049,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA120,O-ISOPROPYL ETHYLPHOSPHONOFLUORIDATE,KGM,CCD,CCD,-,-,-
10050,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDOAA121,O-ISOBUTYL METHYLPHOSPHONOFLUORIDATE,KGM,CCD,CCD,-,-,-
10051,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDPAN111,"P-ALKYL (H OR <= C10, INCL. CYCLOALKYL) N-(1-(DIALKYL(<= C10, INCL. CYCLOALKYL)AMINO))ALKYLIDENE(H OR <= C10, INCL. CYCLOALKYL) PHOSPHONAMIDIC FLUORIDES AND CORRESPONDING ALKYLATED OR PROTONATED SALTS",KGM,CCD,CCD,-,-,-
10052,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDPAN112,N-(1-(DI-N-DECYLAMINO)-N-DECYLIDENE)-P-DECYLPHOSPHONAMIDIC FLUORIDE,KGM,CCD,CCD,-,-,-
10053,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDPAN113,METHYL-(1-(DIETHYLAMINO)ETHYLIDENE) PHOSPHONAMIDOFLUORIDATE,KGM,CCD,CCD,-,-,-
10054,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDMBP111,METHYL-(BIS(DIETHYLAMINO)METHYLENE) PHOSPHONAMIDOFLUORIDATE,KGM,CCD,CCD,-,-,-
10055,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDAPH111,"ALKYL (ME, ET, N-PR OR I-PR) PHOSPHONYLDIFLUORIDES",KGM,CCD,CCD,-,-,-
10056,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDAPH112,DF: METHYLPHOSPHONYLDIFLUORIDE,KGM,CCD,CCD,-,-,-
10057,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCSR111,CHLOROSARIN: O-ISOPROPYL METHYLPHOSPHONOCHLORIDATE,KGM,CCD,CCD,-,-,-
10058,29315990,OTHER HALOGENATED ORGANO-PHOSPHOROUS DERIVATIVES (KGM),KGM,"CCD
CWC","CCD
CWC",-,PCDCSM111,CHLOROSOMAN: O-PINACOLYL METHYLPHOSPHONOCHLORIDATE,KGM,CCD,CCD,-,-,-
